#
# DICOM Data Dictionary
#
# Copyright 2000-2019 The MathWorks, Inc.
# 
#
# ------------------------------------------------------------------------
# Attributes can appear multiple times.  The last duplicate entry is the
# one which is used.
#
# Comment lines begin with "#".
#
# Items are tab-delimited.
# ------------------------------------------------------------------------
(0000,0000)	UL	GroupLength	1
(0008,0000)	UL	IdentifyingGroupLength	1
(0008,0001)	UL	LengthToEnd	1	
(0008,0005)	CS	SpecificCharacterSet	1-n	
(0008,0006)	SQ	LanguageCodeSequence	1	
(0008,0008)	CS	ImageType	2-n	
(0008,0010)	SH	RecognitionCode	1	
(0008,0012)	DA	InstanceCreationDate	1	
(0008,0013)	TM	InstanceCreationTime	1	
(0008,0014)	UI	InstanceCreatorUID	1	
(0008,0015)	DT	InstanceCoercionDateTime	1	
(0008,0016)	UI	SOPClassUID	1	
(0008,0018)	UI	SOPInstanceUID	1	
(0008,001A)	UI	RelatedGeneralSOPClassUID	1-n	
(0008,001B)	UI	OriginalSpecializedSOPClassUID	1	
(0008,0020)	DA	StudyDate	1	
(0008,0021)	DA	SeriesDate	1	
(0008,0022)	DA	AcquisitionDate	1	
(0008,0023)	DA	ContentDate	1	
(0008,0024)	DA	OverlayDate	1	
(0008,0025)	DA	CurveDate	1	
(0008,002A)	DT	AcquisitionDateTime	1	
(0008,0030)	TM	StudyTime	1	
(0008,0031)	TM	SeriesTime	1	
(0008,0032)	TM	AcquisitionTime	1	
(0008,0033)	TM	ContentTime	1	
(0008,0034)	TM	OverlayTime	1	
(0008,0035)	TM	CurveTime	1	
(0008,0040)	US	DataSetType	1	
(0008,0041)	LO	DataSetSubtype	1	
(0008,0042)	CS	NuclearMedicineSeriesType	1	
(0008,0050)	SH	AccessionNumber	1	
(0008,0051)	SQ	IssuerOfAccessionNumberSequence	1	
(0008,0052)	CS	QueryRetrieveLevel	1	
(0008,0053)	CS	QueryRetrieveView	1	
(0008,0054)	AE	RetrieveAETitle	1-n	
(0008,0055)	AE	StationAETitle	1	
(0008,0056)	CS	InstanceAvailability	1	
(0008,0058)	UI	FailedSOPInstanceUIDList	1-n	
(0008,0060)	CS	Modality	1	
(0008,0061)	CS	ModalitiesInStudy	1-n	
(0008,0062)	UI	SOPClassesInStudy	1-n	
(0008,0063)	SQ	AnatomicRegionsInStudyCodeSequence	1	
(0008,0064)	CS	ConversionType	1	
(0008,0068)	CS	PresentationIntentType	1	
(0008,0070)	LO	Manufacturer	1	
(0008,0080)	LO	InstitutionName	1	
(0008,0081)	ST	InstitutionAddress	1	
(0008,0082)	SQ	InstitutionCodeSequence	1	
(0008,0090)	PN	ReferringPhysicianName	1	
(0008,0092)	ST	ReferringPhysicianAddress	1	
(0008,0094)	SH	ReferringPhysicianTelephoneNumbers	1-n	
(0008,0096)	SQ	ReferringPhysicianIdentificationSequence	1	
(0008,009C)	PN	ConsultingPhysicianName	1-n	
(0008,009D)	SQ	ConsultingPhysicianIdentificationSequence	1	
(0008,0100)	SH	CodeValue	1	
(0008,0101)	LO	ExtendedCodeValue	1	
(0008,0102)	SH	CodingSchemeDesignator	1	
(0008,0103)	SH	CodingSchemeVersion	1	
(0008,0104)	LO	CodeMeaning	1	
(0008,0105)	CS	MappingResource	1	
(0008,0106)	DT	ContextGroupVersion	1	
(0008,0107)	DT	ContextGroupLocalVersion	1	
(0008,0108)	LT	ExtendedCodeMeaning	1	
(0008,0109)	SQ	CodingSchemeResourcesSequence	1	
(0008,010A)	CS	CodingSchemeURLType	1	
(0008,010B)	CS	ContextGroupExtensionFlag	1	
(0008,010C)	UI	CodingSchemeUID	1	
(0008,010D)	UI	ContextGroupExtensionCreatorUID	1	
(0008,010E)	UR	CodingSchemeURL	1	
(0008,010F)	CS	ContextIdentifier	1	
(0008,0110)	SQ	CodingSchemeIdentificationSequence	1	
(0008,0112)	LO	CodingSchemeRegistry	1	
(0008,0114)	ST	CodingSchemeExternalID	1	
(0008,0115)	ST	CodingSchemeName	1	
(0008,0116)	ST	CodingSchemeResponsibleOrganization	1	
(0008,0117)	UI	ContextUID	1	
(0008,0118)	UI	MappingResourceUID	1	
(0008,0119)	UC	LongCodeValue	1	
(0008,0120)	UR	URNCodeValue	1	
(0008,0121)	SQ	EquivalentCodeSequence	1	
(0008,0122)	LO	MappingResourceName	1	
(0008,0123)	SQ	ContextGroupIdentificationSequence	1	
(0008,0124)	SQ	MappingResourceIdentificationSequence	1	
(0008,0201)	SH	TimezoneOffsetFromUTC	1	
(0008,0220)	SQ	ResponsibleGroupCodeSequence	1	
(0008,0221)	CS	EquipmentModality	1	
(0008,0222)	LO	ManufacturerRelatedModelGroup	1	
(0008,0300)	SQ	PrivateDataElementCharacteristicsSequence	1	
(0008,0301)	US	PrivateGroupReference	1	
(0008,0302)	LO	PrivateCreatorReference	1	
(0008,0303)	CS	BlockIdentifyingInformationStatus	1	
(0008,0304)	US	NonidentifyingPrivateElements	1-n	
(0008,0306)	US	IdentifyingPrivateElements	1-n	
(0008,0305)	SQ	DeidentificationActionSequence	1	
(0008,0307)	CS	DeidentificationAction	1	
(0008,0308)	US	PrivateDataElement	1	
(0008,0309)	UL	PrivateDataElementValueMultiplicity	1-3	
(0008,030A)	CS	PrivateDataElementValueRepresentation	1	
(0008,030B)	UL	PrivateDataElementNumberOfItems	1-2	
(0008,030C)	UC	PrivateDataElementName	1	
(0008,030D)	UC	PrivateDataElementKeyword	1	
(0008,030E)	UT	PrivateDataElementDescription	1	
(0008,030F)	UT	PrivateDataElementEncoding	1	
(0008,0310)	SQ	PrivateDataElementDefinitionSequence	1	
(0008,1000)	AE	NetworkID	1	
(0008,1010)	SH	StationName	1	
(0008,1030)	LO	StudyDescription	1	
(0008,1032)	SQ	ProcedureCodeSequence	1	
(0008,103E)	LO	SeriesDescription	1	
(0008,103F)	SQ	SeriesDescriptionCodeSequence	1	
(0008,1040)	LO	InstitutionalDepartmentName	1	
(0008,1041)	SQ	InstitutionalDepartmentTypeCodeSequence	1	
(0008,1048)	PN	PhysiciansOfRecord	1-n	
(0008,1049)	SQ	PhysiciansOfRecordIdentificationSequence	1	
(0008,1050)	PN	PerformingPhysicianName	1-n	
(0008,1052)	SQ	PerformingPhysicianIdentificationSequence	1	
(0008,1060)	PN	NameOfPhysiciansReadingStudy	1-n	
(0008,1062)	SQ	PhysiciansReadingStudyIdentificationSequence	1	
(0008,1070)	PN	OperatorsName	1-n	
(0008,1072)	SQ	OperatorIdentificationSequence	1	
(0008,1080)	LO	AdmittingDiagnosesDescription	1-n	
(0008,1084)	SQ	AdmittingDiagnosesCodeSequence	1	
(0008,1090)	LO	ManufacturerModelName	1	
(0008,1100)	SQ	ReferencedResultsSequence	1	
(0008,1110)	SQ	ReferencedStudySequence	1	
(0008,1111)	SQ	ReferencedPerformedProcedureStepSequence	1	
(0008,1115)	SQ	ReferencedSeriesSequence	1	
(0008,1120)	SQ	ReferencedPatientSequence	1	
(0008,1125)	SQ	ReferencedVisitSequence	1	
(0008,1130)	SQ	ReferencedOverlaySequence	1	
(0008,1134)	SQ	ReferencedStereometricInstanceSequence	1	
(0008,113A)	SQ	ReferencedWaveformSequence	1	
(0008,1140)	SQ	ReferencedImageSequence	1	
(0008,1145)	SQ	ReferencedCurveSequence	1	
(0008,114A)	SQ	ReferencedInstanceSequence	1	
(0008,114B)	SQ	ReferencedRealWorldValueMappingInstanceSequence	1	
(0008,1150)	UI	ReferencedSOPClassUID	1	
(0008,1155)	UI	ReferencedSOPInstanceUID	1	
(0008,1156)	SQ	DefinitionSourceSequence	1	
(0008,115A)	UI	SOPClassesSupported	1-n	
(0008,1160)	IS	ReferencedFrameNumber	1-n	
(0008,1161)	UL	SimpleFrameList	1-n	
(0008,1162)	UL	CalculatedFrameList	3-3n	
(0008,1163)	FD	TimeRange	2	
(0008,1164)	SQ	FrameExtractionSequence	1	
(0008,1167)	UI	MultiFrameSourceSOPInstanceUID	1	
(0008,1190)	UR	RetrieveURL	1	
(0008,1195)	UI	TransactionUID	1	
(0008,1196)	US	WarningReason	1	
(0008,1197)	US	FailureReason	1	
(0008,1198)	SQ	FailedSOPSequence	1	
(0008,1199)	SQ	ReferencedSOPSequence	1	
(0008,119A)	SQ	OtherFailuresSequence	1	
(0008,1200)	SQ	StudiesContainingOtherReferencedInstancesSequence	1	
(0008,1250)	SQ	RelatedSeriesSequence	1	
(0008,2110)	CS	LossyImageCompressionRetired	1	
(0008,2111)	ST	DerivationDescription	1	
(0008,2112)	SQ	SourceImageSequence	1	
(0008,2120)	SH	StageName	1	
(0008,2122)	IS	StageNumber	1	
(0008,2124)	IS	NumberOfStages	1	
(0008,2127)	SH	ViewName	1	
(0008,2128)	IS	ViewNumber	1	
(0008,2129)	IS	NumberOfEventTimers	1	
(0008,212A)	IS	NumberOfViewsInStage	1	
(0008,2130)	DS	EventElapsedTimes	1-n	
(0008,2132)	LO	EventTimerNames	1-n	
(0008,2133)	SQ	EventTimerSequence	1	
(0008,2134)	FD	EventTimeOffset	1	
(0008,2135)	SQ	EventCodeSequence	1	
(0008,2142)	IS	StartTrim	1	
(0008,2143)	IS	StopTrim	1	
(0008,2144)	IS	RecommendedDisplayFrameRate	1	
(0008,2200)	CS	TransducerPosition	1	
(0008,2204)	CS	TransducerOrientation	1	
(0008,2208)	CS	AnatomicStructure	1	
(0008,2218)	SQ	AnatomicRegionSequence	1	
(0008,2220)	SQ	AnatomicRegionModifierSequence	1	
(0008,2228)	SQ	PrimaryAnatomicStructureSequence	1	
(0008,2229)	SQ	AnatomicStructureSpaceOrRegionSequence	1	
(0008,2230)	SQ	PrimaryAnatomicStructureModifierSequence	1	
(0008,2240)	SQ	TransducerPositionSequence	1	
(0008,2242)	SQ	TransducerPositionModifierSequence	1	
(0008,2244)	SQ	TransducerOrientationSequence	1	
(0008,2246)	SQ	TransducerOrientationModifierSequence	1	
(0008,2251)	SQ	AnatomicStructureSpaceOrRegionCodeSequenceTrial	1	
(0008,2253)	SQ	AnatomicPortalOfEntranceCodeSequenceTrial	1	
(0008,2255)	SQ	AnatomicApproachDirectionCodeSequenceTrial	1	
(0008,2256)	ST	AnatomicPerspectiveDescriptionTrial	1	
(0008,2257)	SQ	AnatomicPerspectiveCodeSequenceTrial	1	
(0008,2258)	ST	AnatomicLocationOfExaminingInstrumentDescriptionTrial	1	
(0008,2259)	SQ	AnatomicLocationOfExaminingInstrumentCodeSequenceTrial	1	
(0008,225A)	SQ	AnatomicStructureSpaceOrRegionModifierCodeSequenceTrial	1	
(0008,225C)	SQ	OnAxisBackgroundAnatomicStructureCodeSequenceTrial	1	
(0008,3001)	SQ	AlternateRepresentationSequence	1	
(0008,3010)	UI	IrradiationEventUID	1-n	
(0008,3011)	SQ	SourceIrradiationEventSequence	1	
(0008,3012)	UI	RadiopharmaceuticalAdministrationEventUID	1	
(0008,4000)	LT	IdentifyingComments	1	
(0008,9007)	CS	FrameType	4	
(0008,9092)	SQ	ReferencedImageEvidenceSequence	1	
(0008,9121)	SQ	ReferencedRawDataSequence	1	
(0008,9123)	UI	CreatorVersionUID	1	
(0008,9124)	SQ	DerivationImageSequence	1	
(0008,9154)	SQ	SourceImageEvidenceSequence	1	
(0008,9205)	CS	PixelPresentation	1	
(0008,9206)	CS	VolumetricProperties	1	
(0008,9207)	CS	VolumeBasedCalculationTechnique	1	
(0008,9208)	CS	ComplexImageComponent	1	
(0008,9209)	CS	AcquisitionContrast	1	
(0008,9215)	SQ	DerivationCodeSequence	1	
(0008,9237)	SQ	ReferencedPresentationStateSequence	1	
(0008,9410)	SQ	ReferencedOtherPlaneSequence	1	
(0008,9458)	SQ	FrameDisplaySequence	1	
(0008,9459)	FL	RecommendedDisplayFrameRateInFloat	1	
(0008,9460)	CS	SkipFrameRangeFlag	1	
(0010,0000)	UL	PatientGroupLength	1
(0010,0010)	PN	PatientName	1	
(0010,0020)	LO	PatientID	1	
(0010,0021)	LO	IssuerOfPatientID	1	
(0010,0022)	CS	TypeOfPatientID	1	
(0010,0024)	SQ	IssuerOfPatientIDQualifiersSequence	1	
(0010,0026)	SQ	SourcePatientGroupIdentificationSequence	1	
(0010,0027)	SQ	GroupOfPatientsIdentificationSequence	1	
(0010,0028)	US	SubjectRelativePositionInImage	3	
(0010,0030)	DA	PatientBirthDate	1	
(0010,0032)	TM	PatientBirthTime	1	
(0010,0033)	LO	PatientBirthDateInAlternativeCalendar	1	
(0010,0034)	LO	PatientDeathDateInAlternativeCalendar	1	
(0010,0035)	CS	PatientAlternativeCalendar	1	
(0010,0040)	CS	PatientSex	1	
(0010,0050)	SQ	PatientInsurancePlanCodeSequence	1	
(0010,0101)	SQ	PatientPrimaryLanguageCodeSequence	1	
(0010,0102)	SQ	PatientPrimaryLanguageModifierCodeSequence	1	
(0010,0200)	CS	QualityControlSubject	1	
(0010,0201)	SQ	QualityControlSubjectTypeCodeSequence	1	
(0010,0212)	UC	StrainDescription	1	
(0010,0213)	LO	StrainNomenclature	1	
(0010,0214)	LO	StrainStockNumber	1	
(0010,0215)	SQ	StrainSourceRegistryCodeSequence	1	
(0010,0216)	SQ	StrainStockSequence	1	
(0010,0217)	LO	StrainSource	1	
(0010,0218)	UT	StrainAdditionalInformation	1	
(0010,0219)	SQ	StrainCodeSequence	1	
(0010,0221)	SQ	GeneticModificationsSequence	1	
(0010,0222)	UC	GeneticModificationsDescription	1	
(0010,0223)	LO	GeneticModificationsNomenclature	1	
(0010,0229)	SQ	GeneticModificationsCodeSequence	1	
(0010,1000)	LO	OtherPatientIDs	1-n	
(0010,1001)	PN	OtherPatientNames	1-n	
(0010,1002)	SQ	OtherPatientIDsSequence	1	
(0010,1005)	PN	PatientBirthName	1	
(0010,1010)	AS	PatientAge	1	
(0010,1020)	DS	PatientSize	1	
(0010,1021)	SQ	PatientSizeCodeSequence	1	
(0010,1022)	DS	PatientBodyMassIndex	1	
(0010,1023)	DS	MeasuredAPDimension	1	
(0010,1024)	DS	MeasuredLateralDimension	1	
(0010,1030)	DS	PatientWeight	1	
(0010,1040)	LO	PatientAddress	1	
(0010,1050)	LO	InsurancePlanIdentification	1-n	
(0010,1060)	PN	PatientMotherBirthName	1	
(0010,1080)	LO	MilitaryRank	1	
(0010,1081)	LO	BranchOfService	1	
(0010,1090)	LO	MedicalRecordLocator	1	
(0010,1100)	SQ	ReferencedPatientPhotoSequence	1	
(0010,2000)	LO	MedicalAlerts	1-n	
(0010,2110)	LO	Allergies	1-n	
(0010,2150)	LO	CountryOfResidence	1	
(0010,2152)	LO	RegionOfResidence	1	
(0010,2154)	SH	PatientTelephoneNumbers	1-n	
(0010,2155)	LT	PatientTelecomInformation	1	
(0010,2160)	SH	EthnicGroup	1	
(0010,2180)	SH	Occupation	1	
(0010,21A0)	CS	SmokingStatus	1	
(0010,21B0)	LT	AdditionalPatientHistory	1	
(0010,21C0)	US	PregnancyStatus	1	
(0010,21D0)	DA	LastMenstrualDate	1	
(0010,21F0)	LO	PatientReligiousPreference	1	
(0010,2201)	LO	PatientSpeciesDescription	1	
(0010,2202)	SQ	PatientSpeciesCodeSequence	1	
(0010,2203)	CS	PatientSexNeutered	1	
(0010,2210)	CS	AnatomicalOrientationType	1	
(0010,2292)	LO	PatientBreedDescription	1	
(0010,2293)	SQ	PatientBreedCodeSequence	1	
(0010,2294)	SQ	BreedRegistrationSequence	1	
(0010,2295)	LO	BreedRegistrationNumber	1	
(0010,2296)	SQ	BreedRegistryCodeSequence	1	
(0010,2297)	PN	ResponsiblePerson	1	
(0010,2298)	CS	ResponsiblePersonRole	1	
(0010,2299)	LO	ResponsibleOrganization	1	
(0010,4000)	LT	PatientComments	1	
(0010,9431)	FL	ExaminedBodyThickness	1	
(0012,0000)	UL	ClinicalTrialGroupLength	1
(0012,0010)	LO	ClinicalTrialSponsorName	1	
(0012,0020)	LO	ClinicalTrialProtocolID	1	
(0012,0021)	LO	ClinicalTrialProtocolName	1	
(0012,0030)	LO	ClinicalTrialSiteID	1	
(0012,0031)	LO	ClinicalTrialSiteName	1	
(0012,0040)	LO	ClinicalTrialSubjectID	1	
(0012,0042)	LO	ClinicalTrialSubjectReadingID	1	
(0012,0050)	LO	ClinicalTrialTimePointID	1	
(0012,0051)	ST	ClinicalTrialTimePointDescription	1	
(0012,0052)	FD	LongitudinalTemporalOffsetFromEvent	1	
(0012,0053)	CS	LongitudinalTemporalEventType	1	
(0012,0060)	LO	ClinicalTrialCoordinatingCenterName	1	
(0012,0062)	CS	PatientIdentityRemoved	1	
(0012,0063)	LO	DeidentificationMethod	1-n	
(0012,0064)	SQ	DeidentificationMethodCodeSequence	1	
(0012,0071)	LO	ClinicalTrialSeriesID	1	
(0012,0072)	LO	ClinicalTrialSeriesDescription	1	
(0012,0081)	LO	ClinicalTrialProtocolEthicsCommitteeName	1	
(0012,0082)	LO	ClinicalTrialProtocolEthicsCommitteeApprovalNumber	1	
(0012,0083)	SQ	ConsentForClinicalTrialUseSequence	1	
(0012,0084)	CS	DistributionType	1	
(0012,0085)	CS	ConsentForDistributionFlag	1	
(0012,0086)	DA	EthicsCommitteeApprovalEffectivenessStartDate	1	
(0012,0087)	DA	EthicsCommitteeApprovalEffectivenessEndDate	1	
(0014,0023)	ST	CADFileFormat	1	
(0014,0024)	ST	ComponentReferenceSystem	1	
(0014,0025)	ST	ComponentManufacturingProcedure	1	
(0014,0028)	ST	ComponentManufacturer	1	
(0014,0030)	DS	MaterialThickness	1-n	
(0014,0032)	DS	MaterialPipeDiameter	1-n	
(0014,0034)	DS	MaterialIsolationDiameter	1-n	
(0014,0042)	ST	MaterialGrade	1	
(0014,0044)	ST	MaterialPropertiesDescription	1	
(0014,0045)	ST	MaterialPropertiesFileFormatRetired	1	
(0014,0046)	LT	MaterialNotes	1	
(0014,0050)	CS	ComponentShape	1	
(0014,0052)	CS	CurvatureType	1	
